"Cod. Fabrica";Fabrica;"Cod. Articulo";Descripcion;Rubro;Importe
004;FELKO;6602;"ADAPTADOR FICHA HEMBRA A FICHA";"FICHAS ANTENA";102.24
004;FELKO;6603;"ADAPTADOR FICHA ISO PLANA A FI";"FICHAS ANTENA";88.03
004;FELKO;6604;"ADAPTADOR FICHA ISO PLANA A CO";"FICHAS ANTENA";88.03
004;FELKO;6605;"ADAPTADOR FICHA DIN/ISO MACHO";"FICHAS ANTENA";88.03
004;FELKO;6606;"CHICOTE C/HEMBRA P/ESTEREO";"FICHAS ANTENA";37.75
004;FELKO;6607;"CHICOTE C/MACHO P/ESTEREO";"FICHAS ANTENA";37.75
004;FELKO;6610;"PROLONGADOR 50CM";"CABLE DE ANTENA";73.77
004;FELKO;6611;"PROLONGADOR 120CM";"CABLE DE ANTENA";89.77
004;FELKO;6614;"ADAPTADOR FICHA ISO PLANA RT";"FICHAS ANTENA";37.75
004;FELKO;6615;LATERALES;"CABLE DE ANTENA";77.38
004;FELKO;6616;"UNIVERSAL DE TECHO";"CABLE DE ANTENA";89.77
004;FELKO;6650;"RENAULT MEGANE ORIGINAL";"CABLE DE ANTENA";143.56
004;FELKO;6651;"RENAULT MEGANE ORIGINAL";"CABLE DE ANTENA";190.26
004;FELKO;6652;"RENAULT MEGANE ORIGINAL";"CABLE DE ANTENA";190.26
004;FELKO;5042;"FORD FALCON 3 TRAMOS 900MM";ANTENA;534.58
004;FELKO;4070;"FORD ORION";ANTENA;497.32
004;FELKO;4071;"FORD GALAXY MANUAL";ANTENA;534.58
004;FELKO;4020;"VOLKSWAGEN GOL GL ORIGINAL";ANTENA;497.32
004;FELKO;4022;"VOLKSWAGEN POINTER ORIGINAL";ANTENA;497.32
004;FELKO;4026;"VOLKSWAGEN SENDA ORIGINAL";ANTENA;497.32
004;FELKO;4028;"VOLKSWAGEN SAVEIRO ORIGINAL";ANTENA;497.32
004;FELKO;4061;"VOLKSWAGEN CARAT ORIGINAL";ANTENA;497.32
004;FELKO;4030;"VOLKSWAGEN PASSAT ORIGINAL";ANTENA;497.32
004;FELKO;5006;"TOYOTA HILUX PICK UP";ANTENA;658.54
004;FELKO;7075;"MERCEDES BENZ SPRINTER";ANTENA;619.96
004;FELKO;0005;"FIAT TEMPRA /CHEVROLET CORSA-";ANTENA;736.06
011;DZE..;103;"DODGE POLARA - VALIANT - 1500";"ABRAZADERA BOBINA";103.84
011;DZE..;105;"FIAT 1500-1600-128-PEUGEOT TO/";"ABRAZADERA BOBINA";100.00
011;DZE..;311;"UNIVERSAL CON PULSADOR 12V";"AUTOMATICO ARRANQUE";259.49
011;DZE..;315;"SIAM DI TELLA CON PULSADOR 12V";"AUTOMATICO ARRANQUE";328.18
011;DZE..;317;"UNIVERSAL SIN PULSADOR 12V";"AUTOMATICO ARRANQUE";259.76
011;DZE..;319;"FORD F100-F150-F250-F350-F7000";"AUTOMATICO ARRANQUE";259.68
011;DZE..;327;"UNIVERSAL SIN PULSADOR 24V";"AUTOMATICO ARRANQUE";379.14
011;DZE..;330;"MOTOR ARIENS-BOLENS-CASE ETC.";"AUTOMATICO ARRANQUE";253.94
011;DZE..;331;"MOTOR AMF DYNAMARK-MTD-ARIENS-";"AUTOMATICO ARRANQUE";253.94
011;DZE..;332;"MOTOR TORO-ARIENS-BOLENS ETC.";"AUTOMATICO ARRANQUE";253.94
011;DZE..;333;"MOTOR MTD";"AUTOMATICO ARRANQUE";253.94
011;DZE..;334;"MOTOR MTD";"AUTOMATICO ARRANQUE";253.94
011;DZE..;335;"MOTOR CASTLEGARDEN";"AUTOMATICO ARRANQUE";229.23
011;DZE..;336;"MOTOR RANSOMES-BOBCAT";"AUTOMATICO ARRANQUE";253.94
011;DZE..;337;"MOTOR STIGA";"AUTOMATICO ARRANQUE";253.94
011;DZE..;338;"MOTOR STIGA";"AUTOMATICO ARRANQUE";253.94
011;DZE..;339;"MOTOR BOSCH-HUSQVARNA ZTH ETC.";"AUTOMATICO ARRANQUE";243.38
011;DZE..;340;"MOTOR HELLA-HUSQVARNA ZTH ETC.";"AUTOMATICO ARRANQUE";243.38
011;DZE..;341;"MOTOR AYP-RIDERS-GRETADANE ETC";"AUTOMATICO ARRANQUE";243.38
011;DZE..;6006;"UNIVERSAL STANDART 6V";"BOBINA DE IGNICION";534.88
011;DZE..;BS2509;SEAT/VW/BMW/AUDI/NISSAN;"BOBINA SECA";1261.20
011;DZE..;210;"ESPECIAL PARA AUTOS CON GNC 6";"BOBINA DE IGNICION";706.15
011;DZE..;211;"UNIVERSAL REFORZADA 12V";"BOBINA DE IGNICION";948.01
011;DZE..;215;"CITROEN 2CV 6V";"BOBINA DE IGNICION";1308.57
011;DZE..;216;"CITROEN 3CV 12V";"BOBINA DE IGNICION";1308.51
011;DZE..;226;"VW VALIANT P/RESISTOR 12V";"BOBINA DE IGNICION";667.79
011;DZE..;227;"FORD FALCON PARA RESISTOR 12V";"BOBINA DE IGNICION";667.79
011;DZE..;228;"CHEVROLET P/RESISTOR 12V";"BOBINA DE IGNICION";667.79
011;DZE..;231;"FIAT 600 12V";"BOBINA DE IGNICION";1064.57
011;DZE..;234;"FORD FALCON C/ENC. ELEC. 12V";"BOBINA DE IGNICION";798.64
011;DZE..;235;"FORD SIERRA C/ENC. ELEC. 12V";"BOBINA DE IGNICION";849.57
011;DZE..;236;"RENAULT 18-2L ENC.NACIONAL/ENC";"BOBINA DE IGNICION";798.64
011;DZE..;237;"PEUGEOT 505 GAREF C/ENC. ELEC.";"BOBINA DE IGNICION";798.64
011;DZE..;238;"PEUGEOT 504 GR-TN-505-ARGELITE";"BOBINA DE IGNICION";798.64
011;DZE..;244;"FIAT-PEUGEOT ALTA ENERGIA CON";"BOBINA DE IGNICION";619.98
011;DZE..;245;"VW GACEL C/PIN C/ENC.ELEC. 12V";"BOBINA DE IGNICION";636.60
011;DZE..;246;"VW GACEL BORNE CENTRAL TIPO";"BOBINA DE IGNICION";718.71
011;DZE..;248;"FORD ESCORT C/ENC. ELEC. 12V";"BOBINA DE IGNICION";718.68
011;DZE..;249;"LADA ENCENDIDO ELECTRONICO 12V";"BOBINA DE IGNICION";718.71
011;DZE..;251;"RENAULT 9/11/12/18/19/21/TRAFI";"BOBINA DE IGNICION";700.05
011;DZE..;263;"RENAULT 9/11 12V";"BOBINA DE IGNICION";912.93
011;DZE..;201;"FORD FALCON";"CARBON DE BOCINA";72.00
011;DZE..;252;"UNIVERSAL ESPECIAL AUTOS C/GNC";"BOBINA DE IGNICION";619.98
011;DZE..;1006;FORD;"CAMBIO LUZ DE PISO";851.45
011;DZE..;1007;CHEVROLET;"CAMBIO LUZ DE PISO";136.94
011;DZE..;1008;"CHRYSLER - IKA";"CAMBIO LUZ DE PISO";136.94
011;DZE..;809;"FORD SIERRA F100-F150-F4000";"DESTELLADOR ELECTRO.";228.57
011;DZE..;810;"FIAT 147 - BRIO 12X4";"DESTELLADOR ELECTRO.";228.57
011;DZE..;811;"VW GOL H/95-SAVEIRO-KOMBI-GACE";"DESTELLADOR ELECTRO.";207.79
011;DZE..;812;"830 FORD ESCORT H/94 12X3";"DESTELLADOR ELECTRO.";207.79
011;DZE..;813;"S/CONEXION A MASA 12X2 S/SOPOR";"DESTELLADOR ELECTRO.";207.79
011;DZE..;814;"S/CONEXION A MASA 24X2 S/SOPOR";"DESTELLADOR ELECTRO.";207.79
011;DZE..;815;"849 PEUGEOT 504 D/90 12X4";"DESTELLADOR ELECTRO.";261.66
011;DZE..;816;"S/CONEXION A MASA 12X3 S/SOPOR";"DESTELLADOR ELECTRO.";481.85
011;DZE..;817;"S/CONEXION A MASA 24X3 S/SOPOR";"DESTELLADOR ELECTRO.";280.31
011;DZE..;818;"S/CONEXION A MASA 12X2 C/SOPOR";"DESTELLADOR ELECTRO.";207.74
011;DZE..;819;"S/CONEXION A MASA 24X2 C/SOPOR";"DESTELLADOR ELECTRO.";207.74
011;DZE..;820;"S/CONEXION A MASA 12X3 C/SOPOR";"DESTELLADOR ELECTRO.";407.80
011;DZE..;821;"S/CONEXION A MASA 24X3 C/SOPOR";"DESTELLADOR ELECTRO.";280.31
011;DZE..;822;"FORD FALCON 12X2";"DESTELLADOR ELECTRO.";261.66
011;DZE..;823;"830 VW CARAT-GACEL-SENDA NAFTA";"DESTELLADOR ELECTRO.";239.87
011;DZE..;824;"RENAUTL 18 12X4";"DESTELLADOR ELECTRO.";292.91
011;DZE..;825;"830 RENAULT 9-11-TRAFIC-RODEO-";"DESTELLADOR ELECTRO.";256.35
011;DZE..;826;"VW 1500 D/87 12X3";"DESTELLADOR ELECTRO.";256.35
011;DZE..;827;"836 FIAT REGATTA-DUCATO-DUNA-U";"DESTELLADOR ELECTRO.";243.95
011;DZE..;830;"FORD F100-F150-F4000 D/93-";"DESTELLADOR ELECTRO.";243.95
011;DZE..;831;"830 VW POINTER-FORD ORION-ESCO";"DESTELLADOR ELECTRO.";327.17
011;DZE..;832;"812 FIAT TEMPRA-DUNA-UNO 95 H/";"DESTELLADOR ELECTRO.";261.66
011;DZE..;835;"RENAULT 12 H/86 12X3";"DESTELLADOR ELECTRO.";261.66
011;DZE..;846;"812 CONEXION A MASA 12 X 3";"DESTELLADOR ELECTRO.";244.09
011;DZE..;847;"CONEXION A MASA 12X3 C/SOPORTE";"DESTELLADOR ELECTRO.";261.66
011;DZE..;848;"836 CONEXION A MASA 12X4";"DESTELLADOR ELECTRO.";261.66
011;DZE..;833;"830 VW GOL H/95 Y D/95-SAVEIRO";"DESTELLADOR ELECTRO.";261.66
011;DZE..;852;"830 VW CARAT 12X3";"DESTELLADOR ELECTRO.";301.14
011;DZE..;854;"830 VW POINTER-GOLF-PASSAT 12X";"DESTELLADOR ELECTRO.";327.25
011;DZE..;855;"830 VW GOL GTI H/95 12X3";"DESTELLADOR ELECTRO.";327.25
011;DZE..;865;"830 VW POLO-CADDY NAFTA 12X3";"DESTELLADOR ELECTRO.";327.25
011;DZE..;853;"830 FORD GALAXY 12X3";"DESTELLADOR ELECTRO.";261.66
011;DZE..;856;"FORD FIESTA-MONDEO-ESCORT  D/9";"DESTELLADOR ELECTRO.";327.25
011;DZE..;838;"FIAT 128 H/87 12X3";"DESTELLADOR ELECTRO.";228.57
011;DZE..;839;"849 FIAT SPAZIO-VIVACE-F128 /";"DESTELLADOR ELECTRO.";261.66
011;DZE..;842;"812 FIAT DUNA-UNO D/96 12X3";"DESTELLADOR ELECTRO.";261.66
011;DZE..;836;"RENAULT 9-11-18-19-21-FUE- GO-";"DESTELLADOR ELECTRO.";228.57
011;DZE..;837;"RENAULT 12 D/86 12X4";"DESTELLADOR ELECTRO.";228.57
011;DZE..;860;"836 RENAULT CLIO-TWINGO-LAGUNA";"DESTELLADOR ELECTRO.";327.25
011;DZE..;840;"849 PEUGEOT 505 12X4";"DESTELLADOR ELECTRO.";261.66
011;DZE..;863;"830 PEUGEOT 405-306 12X3";"DESTELLADOR ELECTRO.";228.43
011;DZE..;878;"827 PEUGEOT 205 TODOS - C 15";"DESTELLADOR ELECTRO.";261.66
011;DZE..;879;"849 RENAULT TRAFIC 95";"DESTELLADOR ELECTRO.";261.66
011;DZE..;880;"827 RENAULT KANGOO-SCENIC-MEGA";"DESTELLADOR ELECTRO.";301.24
011;DZE..;834;"830 CHEVROLET PICK UP C20-D20-";"DESTELLADOR ELECTRO.";327.17
011;DZE..;843;"830 CHEVROLET CORSA-VECTRA-MON";"DESTELLADOR ELECTRO.";301.14
011;DZE..;844;"CHEVROLET PICK UP C10 12X2";"DESTELLADOR ELECTRO.";301.14
011;DZE..;845;"CHEVROLET PICK UP C10 12X2";"DESTELLADOR ELECTRO.";301.14
011;DZE..;857;"CHEVROLET CORSA - VECTRA 1";"DESTELLADOR ELECTRO.";374.90
011;DZE..;859;"830 CHEVROLET VECTRA 12X3";"DESTELLADOR ELECTRO.";374.90
011;DZE..;850;"849 DACIA 12V 4T";"DESTELLADOR ELECTRO.";354.06
011;DZE..;875;"DAEWO 126 WATT 12V 3T";"DESTELLADOR ELECTRO.";324.14
011;DZE..;876;"DAEWO 84 WATT 12V 3T";"DESTELLADOR ELECTRO.";324.14
011;DZE..;858;"830 CHEVROLET CORSA-VECTRA-AST";"DESTELLADOR ELECTRO.";374.90
011;DZE..;861;"830 CHEVROLET CORSA-VECTRA 12X";"DESTELLADOR ELECTRO.";374.90
011;DZE..;862;"CHEVROLET CORSA-VECTRA 12X3";"DESTELLADOR ELECTRO.";374.90
011;DZE..;841;"810 MERCEDES BENZ CAMION-OMNIB";"DESTELLADOR ELECTRO.";196.17
011;DZE..;851;"810 MERCEDES BENZ CAMION-OMNIB";"DESTELLADOR ELECTRO.";196.17
011;DZE..;864;"810 MERCEDES BENZ CAMION-OMNIB";"DESTELLADOR ELECTRO.";202.55
011;DZE..;882;"MERCEDES BENZ OMNIBUS 24V";"DESTELLADOR ELECTRO.";228.48
011;DZE..;849;"CONEXION A MASA 12X4 C/SOPORTE";"DESTELLADOR ELECTRO.";261.66
011;DZE..;868;"830 VW POLO-CADDY DIESEL 12X3";"DESTELLADOR ELECTRO.";261.66
011;DZE..;866;"830 FORD TRANSIT 12X3";"DESTELLADOR ELECTRO.";413.26
011;DZE..;867;"830 FORD ESCORT D/97-FIESTA D/";"DESTELLADOR ELECTRO.";327.25
011;DZE..;869;"830 RENAULT 19 12X4";"DESTELLADOR ELECTRO.";301.15
011;DZE..;949;"FIAT REGATTA TRABAPUERTAS";"FUSIBLE TERMICO";174.61
011;DZE..;1011;"FORD SIERRA CAJA DE 4TA-5TA";"BULBO DE MARCHA ATRA";92.41
011;DZE..;1012;"DODGE 1500";"BULBO DE MARCHA ATRA";78.93
011;DZE..;1013;"FIAT REGATTA-UNO-DUNA";"BULBO DE MARCHA ATRA";90.29
011;DZE..;1014;"CITROEN IES AMERICA";"BULBO DE MARCHA ATRA";56.04
011;DZE..;1030;"FORD SIERRA-GHIA-XR4-RURAL-GL";"LLAVE TECLA";441.38
011;DZE..;1031;"FORD SIERRA XR4 CONSOLA 2 TECL";"LLAVE TECLA";640.92
011;DZE..;1032;"FORD SIERRA GHIA-COUPE XR4-RU/";"LLAVE TECLA";402.15
011;DZE..;1034;"FORD SIERRA GL LEVANTA ANTENA";"LLAVE TECLA";451.81
011;DZE..;900;"BOCINA-LUCES-ALARMAS ETC.";"MINI RELAY";91.37
011;DZE..;901;"BOCINA-LUCES-ALARMAS ETC.";"MINI RELAY";91.46
011;DZE..;902;"BOCINA-LUCES-ALARMAS ETC.";"MINI RELAY";97.53
011;DZE..;903;"SALIDA DOBLE /BOCINA-ALARMAS-";"MINI RELAY";103.73
011;DZE..;905;"SALIDA DOBLE /BOCINA-ALARMAS-";"MINI RELAY";103.94
011;DZE..;9055;ARRANQUE;"MINI RELAY";174.50
011;DZE..;906;"INVERSOR 6V.40A.5T.";"MINI RELAY";133.06
011;DZE..;907;"INVERSOR 12V.40A.5T";"MINI RELAY";132.84
011;DZE..;908;"INVERSOR 24V.20A.5T";"MINI RELAY";164.12
011;DZE..;9035;"CHEVROLET CORSA/12V 40A";"MINI RELAY";103.75
011;DZE..;909;"FORD FALCON D/82-SIERRA";"MINI RELAY";122.51
011;DZE..;910;"FORD FALCON-SIERRA-TAUNUS";"MINI RELAY";132.98
011;DZE..;912;"VW GACEL-KOMBI-SAVEIRO-QUANTUM";"MINI RELAY";150.55
011;DZE..;915;"RENAULT 18-11-TRAFIC-RODEO 12V";"MINI RELAY";150.55
011;DZE..;916;"RENAULT 9-11-12-18-TRAFIC-RODE";"MINI RELAY";159.98
011;DZE..;9090;"RENAULT 9/11/21/19";"MINI RELAY";146.39
011;DZE..;9131;"RENAULT 9-11-19-21-TRAFIC-CLIO";"MINI RELAY";189.06
011;DZE..;9133;"RENAULT 21";"MINI RELAY";155.92
011;DZE..;923;"FORD SIERRA";"MINI RELAY";191.09
011;DZE..;924;"FORD FALCON 12V.40A.4T.";"MINI RELAY";122.51
011;DZE..;926;"ARRANQUE-AIRE ACONDICIONADO";"MINI RELAY";135.12
011;DZE..;925;"FORD FALCON 12V.40A.4T.";"MINI RELAY";122.51
011;DZE..;927;"FIAT REGATTA 2000 H/90  12V";"MINI RELAY";135.12
011;DZE..;930;"BOCINA-LUCES-ALARMAS ETC.";"MINI RELAY";150.55
011;DZE..;928;"FIAT REGATTA-BRIO 12V.40A.4T";"MINI RELAY";135.12
011;DZE..;934;"BOCINA-LUCES-AIRE ACOND.-ALARM";"MINI RELAY";183.80
011;DZE..;933;"VIGIA EQUIPO NORMAL CERRADO";"MINI RELAY";183.80
011;DZE..;935;"FORD SIERRA 12V.40A.4T.";"MINI RELAY";131.80
011;DZE..;938;"VW CARAT-SENDA-GOL H/95-SAVEIR";"MINI RELAY";132.02
011;DZE..;939;"FORD SIERRA  FAROS ALTA/BAJA Y";"MINI RELAY";150.52
011;DZE..;943;"FIAT REGATTA /PEUGEOT 504-505-";"MINI RELAY";122.51
011;DZE..;944;"FIAT REGATTA /PEUGEOT 205-504-";"MINI RELAY";131.94
011;DZE..;947;"CHEVROLET MONZA 12V. 40A 5T";"MINI RELAY";122.51
011;DZE..;9053;"CHEVROLET MONZA 12V 40A 5T";"MINI RELAY";174.47
011;DZE..;9048;"SCANIA CAMION-OMNIBUS 24V 40A";"MINI RELAY";241.95
011;DZE..;9049;"SCANIA CAMION-OMNIBUS";"MINI RELAY";242.04
011;DZE..;9065;"LADA LAIKA 12V 40A 4T";"MINI RELAY";209.74
011;DZE..;9066;"LADA LAIKA 12V 40A 5T";"MINI RELAY";228.45
011;DZE..;950;"VIGIA EQUIPO NORMAL CERRADO";"MINI RELAY";207.62
011;DZE..;979;"CHEVROLET CHEVETTE";"MINI RELAY";100.69
011;DZE..;9085;"CHEVROLET CHEVETTE/MONZA";"MINI RELAY";155.78
011;DZE..;9087;"CHEVROLET CORSA/VECTRA";"MINI RELAY";189.07
011;DZE..;9088;"CHEVROLET CORSA";"MINI RELAY";116.33
011;DZE..;9083;"FIAT IVECO CAMION";"MINI RELAY";148.48
011;DZE..;9095;"FIAT IVECO CAMION";"MINI RELAY";176.58
011;DZE..;9128;"MERCEDES BENZ CAMION-OMNIBUS";"MINI RELAY";201.42
011;DZE..;970;"VIGIA EQUIPO INVERSOR";"MINI RELAY";131.94
011;DZE..;971;"VIGIA EQUIPO INVERSOR";"MINI RELAY";216.92
011;DZE..;972;"DODGE 1500-VW1500 12V.40A.3T";"MINI RELAY";107.11
011;DZE..;9050;"MINIATURA INTERR.NORMAL CERRAD";"MINI RELAY";148.55
011;DZE..;9052;"SIST.INYECC.AIRE ACONDICIONADO";"MINI RELAY";153.62
011;DZE..;973;"PEUGEOT 404-504 H/83 12V.40A";"MINI RELAY";124.64
011;DZE..;974;"PEUGEOT 404-504 H/83 12V.40A";"MINI RELAY";124.64
011;DZE..;982;INTERRUP.50A.6V.4T.;"MINI RELAY";184.83
011;DZE..;983;INTERRUP.50A.12V.4T;"MINI RELAY";184.83
011;DZE..;984;INTERRUP.50A.24V.4T;"MINI RELAY";184.83
011;DZE..;985;"FIAT 600-750-1500-128-1100";"MINI RELAY";103.80
011;DZE..;980;"FORD ESCORT-FIESTA 12V.40A.4T";"MINI RELAY";122.51
011;DZE..;981;"FORD ESCORT H/94 12V.50A.4T.";"MINI RELAY";173.34
011;DZE..;991;"LADA NIVA 12V 40A 3T";"MINI RELAY";131.88
011;DZE..;9047;"DACIA 4 PTAS.PICK UP";"MINI RELAY";189.07
011;DZE..;993;"FIAT REGATTA-DUNA-UNO-405 12V.";"MINI RELAY";150.52
011;DZE..;994;"FORD ORION /VW POINTER 12V.50A";"MINI RELAY";218.07
011;DZE..;995;"FORD ORION-GALAXY 12V.70A.4T";"MINI RELAY";218.07
011;DZE..;996;"FORD 4000/100/150 D/93 12V.40A";"MINI RELAY";150.52
011;DZE..;997;"PEUGEOT 504-505 12V.40A.4T.";"MINI RELAY";122.51
011;DZE..;998;"FIAT REGATTA-DUNA-UNO/PEUGEOT";"MINI RELAY";137.06
011;DZE..;9076;"PEUGEOT 405-306 ELECTROVENTIL.";"MINI RELAY";130.95
011;DZE..;9077;"PEUGEOT 405-306";"MINI RELAY";130.95
011;DZE..;9198;"FORD SIERRA AA 12V 40A 4T";"MINI RELAY";147.42
011;DZE..;9199;"FORD ESCORT AUXILIAR 12V 40A";"MINI RELAY";155.71
011;DZE..;9189;"FIAT 128 EUROPA ELECTROV.BOCIN";"MINI RELAY";117.37
011;DZE..;9200;"FIAT PALIO-SIENA AA 12V 40A 5T";"MINI RELAY";109.01
011;DZE..;9201;"FIAT MAREA-TEMPRA-DUCATO-UNO";"MINI RELAY";183.89
011;DZE..;9202;"FIAT DUCATO-TEMPRA-MAREA ELECT";"MINI RELAY";168.25
011;DZE..;9206;"FIAT PALIO 2001 AUXILIAR 12V -";"MINI RELAY";132.89
011;DZE..;9205;"FIAT DUNA GNC 12V 40/20A 5T";"MINI RELAY";198.31
011;DZE..;9190;"SCANIA CAMION-OMNIBUS COMANDOS";"MINI RELAY";117.37
011;DZE..;9203;"CHEVROLET CORSA ACCESORIOS 12V";"MINI RELAY";151.66
011;DZE..;9204;"9208 CHEVROLET CORSA 12V 20A 5";"MINI RELAY";223.39
011;DZE..;9191;"MERCEDES BENZ CAMION-OMNIBUS";"MINI RELAY";117.40
011;DZE..;9192;"MERCEDES BENZ CAMION-OMNIBUS";"MINI RELAY";137.10
011;DZE..;9193;"MERCEDES BENZ CAMION-OMNIBUS";"MINI RELAY";131.93
011;DZE..;9194;"RENAULT 9-R19-R21-TRAFIC-CLIO-";"MINI RELAY";122.51
011;DZE..;9195;"RENAULT CAMION";"MINI RELAY";130.72
011;DZE..;9196;"RENAULT 9-R11 12V 50A 4T";"MINI RELAY";122.51
011;DZE..;9183;"RENAULT 19-TWINGO-CLIO 12V 50A";"MINI RELAY";137.10
011;DZE..;9188;"RENAULT 19-CLIO 12V 60A 4T";"MINI RELAY";147.47
011;DZE..;877;"FORD RANGER 12V 5T";"DESTELLADOR ELECTRO.";367.68
011;DZE..;881;"877 FORD PICK UP-F100/4000-CAM";"DESTELLADOR ELECTRO.";361.45
011;DZE..;9078;"PEUGEOT 405-306 /CITROEN XSARA";"MINI RELAY";155.78
011;DZE..;9207;"9208 FIAT MAREA AA 12V 5T";"MINI RELAY";194.19
